rank,username,digg_profile_username,display_name,role,cohort,tech_ranked_followers,gravity,score,followers_count,bio,x_id,github_url,previous_rank,rank_change,category_rank,category_confidence,vibe_distribution,vibe_tweet_count,is_new_entrant,is_emerging_startup,emerging_reasoning,classification_tldr,cohort_rank,digg_url,x_url
510,ren_hongyu,ren_hongyu,Hongyu Ren,Research Engineer,tech,156,2.058,156,22469,research @meta superintelligence. CS PhD @stanford. prev @openai.,988008087301705728,https://github.com/hyren,294,-216,69,9,"{'troll': 0, 'banter': 0.8, 'hopeful': 18, 'humorous': 4.3, 'teaching': 12.5, 'combative': 0, 'informing': 24, 'announcing': 25.5, 'supportive': 14, 'provocative': 0.8, 'devils_advocate': 0}",84,False,False,,,186,https://digg.com/u/x/ren_hongyu,https://x.com/ren_hongyu
511,jam3scampbell,jam3scampbell,James Campbell,Research Engineer,tech,155,2.045,155,50412,post training @OpenAI,1546663824459108352,https://github.com/jam3scampbell,425,-86,70,7.5,"{'troll': 0, 'banter': 3.4, 'hopeful': 14, 'humorous': 20.7, 'teaching': 16.5, 'combative': 0.1, 'informing': 17.4, 'announcing': 4.3, 'supportive': 5.7, 'provocative': 15.4, 'devils_advocate': 2.6}",200,False,False,,,187,https://digg.com/u/x/jam3scampbell,https://x.com/jam3scampbell
512,Benioff,benioff,Marc Benioff,Founder,tech,155,2.045,155,3605024,ceo@salesforce.com chair@time.com,22330739,,,,76,9.5,"{'troll': 0, 'banter': 1.1, 'hopeful': 22.7, 'humorous': 7.9, 'teaching': 4.6, 'combative': 0.1, 'informing': 12, 'announcing': 27.2, 'supportive': 21.6, 'provocative': 2.6, 'devils_advocate': 0.3}",160,False,False,,,188,https://digg.com/u/x/benioff,https://x.com/Benioff
513,scottgray76,scottgray76,Scott Gray,Research Engineer,tech,155,2.045,155,9271,GPU Geek at @OpenAI. I have a long standing interest in neuroscience and its application to machine learning. He/Him.,29634515,https://github.com/scott-gray,546,33,71,7,"{'troll': 0, 'banter': 8, 'hopeful': 12.7, 'humorous': 4.7, 'teaching': 8.7, 'combative': 0, 'informing': 14.7, 'announcing': 24.7, 'supportive': 22, 'provocative': 4.7, 'devils_advocate': 0}",15,False,False,,,189,https://digg.com/u/x/scottgray76,https://x.com/scottgray76
514,hima_lakkaraju,hima_lakkaraju,𝙷𝚒𝚖𝚊 𝙻𝚊𝚔𝚔𝚊𝚛𝚊𝚓𝚞,Academic,ai,155,2.045,155,15628,"AI Professor @Harvard; Senior Staff Research Scientist @GoogleAI; @trustworthy_ml #AI #XAI; AI PhD from Stanford; Sloan/Kavli Fellow, MIT TR #35Und...",43496446,https://github.com/lvhimabindu,580,66,137,,"{'troll': 0, 'banter': 0.1, 'hopeful': 13.8, 'humorous': 0.8, 'teaching': 21.6, 'combative': 0, 'informing': 25.8, 'announcing': 21.3, 'supportive': 15.6, 'provocative': 1, 'devils_advocate': 0.2}",200,False,False,,,325,https://digg.com/u/x/hima_lakkaraju,https://x.com/hima_lakkaraju
515,ank_parikh,ank_parikh,Ankur Parikh,Researcher,ai,155,2.045,155,3260,"Staff Research Scientist at Google DeepMind. Former adjunct assistant prof at @NYU_Courant. PhD at @mldcmu. ML for Bio/Chem (Prev. NLP).

All opini...",784289617,,681,166,106,,{},0,False,False,,,326,https://digg.com/u/x/ank_parikh,https://x.com/ank_parikh
516,andrewmccallum,andrewmccallum,andrewmccallum,Academic,ai,154,2.032,154,5033,"Professor, Computer Science, Machine Learning, Natural Language Processing, Knowledge Bases, Mining Scientific Literature, http://OpenReview.net",18464317,https://github.com/andrewmccallum,626,110,138,,"{'troll': 0, 'banter': 0, 'hopeful': 3.9, 'humorous': 0, 'teaching': 3.3, 'combative': 0, 'informing': 46.1, 'announcing': 37.8, 'supportive': 8.9, 'provocative': 0, 'devils_advocate': 0}",18,False,False,,,327,https://digg.com/u/x/andrewmccallum,https://x.com/andrewmccallum
517,jovialjoy,jovialjoy,Dr. Joy Buolamwini,Policy,ai,154,2.032,154,93031,Founder Algorithmic Justice League @AJLUnited | http://instagram.com/poetofcode -Bestselling Author of Unmasking AI 📚 Read Here: http://www.unmaski...,19700387,,504,-13,5,8,"{'troll': 0, 'banter': 0, 'hopeful': 20.2, 'humorous': 2.7, 'teaching': 6.3, 'combative': 0, 'informing': 21.3, 'announcing': 18.8, 'supportive': 21.9, 'provocative': 8.3, 'devils_advocate': 0.5}",182,False,False,,,328,https://digg.com/u/x/jovialjoy,https://x.com/jovialjoy
518,sh_reya,sh_reya,Shreya Shankar,Academic,ai,154,2.032,154,53417,Incoming asst. prof @CSDatCMU. I build user-centered data & AI systems. Created http://docetl.org and http://evals.info. PhD @Berkeley_EECS; underg...,2286218053,https://github.com/shreyashankar,423,-95,139,8,"{'troll': 0, 'banter': 0.4, 'hopeful': 12.9, 'humorous': 7.3, 'teaching': 16.6, 'combative': 0, 'informing': 24.6, 'announcing': 15.6, 'supportive': 15.4, 'provocative': 5.7, 'devils_advocate': 1.6}",200,False,False,,,329,https://digg.com/u/x/sh_reya,https://x.com/sh_reya
519,abhishekunique7,abhishekunique7,Abhishek Gupta,Academic,ai,154,2.032,154,11280,"Assistant Professor at University of Washington. I like robots, and reinforcement learning. Previously: post-doc at MIT, PhD at Berkeley",495550336,https://github.com/abhishekunique,566,47,140,,"{'troll': 0, 'banter': 0.1, 'hopeful': 16.7, 'humorous': 1.8, 'teaching': 29.1, 'combative': 0, 'informing': 23.9, 'announcing': 14.8, 'supportive': 13, 'provocative': 0.4, 'devils_advocate': 0.4}",200,False,False,,,330,https://digg.com/u/x/abhishekunique7,https://x.com/abhishekunique7
520,WillManidis,willmanidis,Will Manidis,Investor,tech,154,2.032,154,136689,financier.,779497280651071488,https://github.com/Will-Manidis-Cascade,,,23,7,"{'troll': 0, 'banter': 1.3, 'hopeful': 6, 'humorous': 7.8, 'teaching': 22.3, 'combative': 0, 'informing': 28.1, 'announcing': 8.4, 'supportive': 4.5, 'provocative': 20.2, 'devils_advocate': 1.5}",200,False,False,,,190,https://digg.com/u/x/willmanidis,https://x.com/WillManidis
521,lucy3_li,lucy3_li,Lucy Li,Academic,ai,154,2.032,154,5678,"Postdoc @uwnlp. Incoming assistant prof @WisconsinCS. Prev @UCBerkeley, @allen_ai, @MSFTResearch, @stanfordnlp. More silly at http://lucy3.bsky.soc...",861417356756533248,https://github.com/lucy3,530,9,141,,{},0,False,False,,,331,https://digg.com/u/x/lucy3_li,https://x.com/lucy3_li
522,ycombinator,ycombinator,Y Combinator,Company,tech,153,2.018,153,1619267,We help founders make something people want. Subscribe to our newsletter: http://yc.link/newsletter,113130846,,682,160,15,10,{},0,False,False,,,191,https://digg.com/u/x/ycombinator,https://x.com/ycombinator
523,cohere,cohere,Cohere,Company,ai,153,2.018,153,116393,"Own your AI. Empowering enterprises with private, powerful systems and builders with accessible, open-source models.",1326237414025801729,https://github.com/cohere-ai,444,-79,16,10,{},0,False,False,,,332,https://digg.com/u/x/cohere,https://x.com/cohere
524,eriktorenberg,eriktorenberg,Erik Torenberg,Investor,tech,153,2.018,153,157582,General Partner @a16z. Positive-sum. Striving for a thousand year heart.,1475495658,https://github.com/erikto,,,24,8,"{'troll': 0, 'banter': 2.5, 'hopeful': 10, 'humorous': 11, 'teaching': 14.1, 'combative': 0.2, 'informing': 19.8, 'announcing': 20.8, 'supportive': 10.6, 'provocative': 10.1, 'devils_advocate': 1}",200,False,False,,,192,https://digg.com/u/x/eriktorenberg,https://x.com/eriktorenberg
525,LauraDeming,laurademing,Laura 🌲 ⛰️,Investor,tech,153,2.018,153,125593,"CEO of @untillabs

I enjoy helping new technologies into the Overton window of acceptable discourse",301427990,,655,130,25,8.5,"{'troll': 0, 'banter': 0.1, 'hopeful': 20.1, 'humorous': 9.5, 'teaching': 16.8, 'combative': 0, 'informing': 21.1, 'announcing': 8.5, 'supportive': 12.7, 'provocative': 8.7, 'devils_advocate': 2.5}",199,False,False,,,193,https://digg.com/u/x/laurademing,https://x.com/LauraDeming
526,ermgrant,ermgrant,Erin Grant,Academic,ai,153,2.018,153,3102,"Assistant Professor / Faculty Fellow @NYUDataScience studying cognition in mind & brain with neural nets, Bayes, other tools | http://bsky.app/prof...",3296780245,https://github.com/eringrant,521,-5,142,9,"{'troll': 0, 'banter': 0.8, 'hopeful': 9.7, 'humorous': 3.8, 'teaching': 6.9, 'combative': 0, 'informing': 36.5, 'announcing': 14.7, 'supportive': 22.4, 'provocative': 2.8, 'devils_advocate': 2.2}",72,False,False,,,333,https://digg.com/u/x/ermgrant,https://x.com/ermgrant
527,laurent_dinh,laurent_dinh,Laurent Dinh,Researcher,ai,153,2.018,153,5128,Internet pedestrian. ✨Content creator✨ (ML researcher). Tweets were not peer reviewed. (he/him/his). Bluesky: https://bsky.app/profile/laurentdinh....,734984179956338688,https://github.com/laurent-dinh,537,10,107,8.5,"{'troll': 0, 'banter': 2.8, 'hopeful': 1.5, 'humorous': 20.6, 'teaching': 11.4, 'combative': 0, 'informing': 34.3, 'announcing': 10.5, 'supportive': 8.7, 'provocative': 9.7, 'devils_advocate': 0.5}",75,False,False,,,334,https://digg.com/u/x/laurent_dinh,https://x.com/laurent_dinh
528,edchi,edchi,Ed H. Chi,Researcher,ai,153,2.018,153,12940,Research VP @ GoogleDeepMind. ACM Fellow.,9271782,https://github.com/edchi,438,-90,108,8.5,"{'troll': 0, 'banter': 0, 'hopeful': 14.9, 'humorous': 6.3, 'teaching': 9.8, 'combative': 0, 'informing': 19.3, 'announcing': 21.3, 'supportive': 19.9, 'provocative': 7.8, 'devils_advocate': 0.8}",79,False,False,,,335,https://digg.com/u/x/edchi,https://x.com/edchi
529,ABosselut,abosselut,Antoine Bosselut,Academic,ai,152,2.005,152,4235,Helping machines make sense of the world. Asst Prof @ICepfl; Before: @stanfordnlp @allen_ai @uwnlp @MSFTResearch #NLProc #AI,1249433450,https://github.com/atcbosselut,688,159,143,,{},0,False,False,,,336,https://digg.com/u/x/abosselut,https://x.com/ABosselut
530,beffjezos,beffjezos,Beff (e/acc),Founder,tech,152,2.005,152,244857,founder @ e/acc //  thermo king @extropic // Kardashev scaling is all you need,1556550048862928898,https://github.com/gillverd,824,294,77,6.5,"{'troll': 1, 'banter': 5.2, 'hopeful': 16.8, 'humorous': 19, 'teaching': 8, 'combative': 3.1, 'informing': 13.7, 'announcing': 4.8, 'supportive': 8.5, 'provocative': 18.4, 'devils_advocate': 1.7}",200,False,False,,,194,https://digg.com/u/x/beffjezos,https://x.com/beffjezos
531,jimmybajimmyba,jimmybajimmyba,Jimmy Ba,Academic,tech,152,2.005,152,125438,100x | pumping MPI up co-founder @xai | @uoft,1588323862110162944,https://github.com/jimmylba,363,-168,144,8.5,"{'troll': 0, 'banter': 1.9, 'hopeful': 19.5, 'humorous': 11.8, 'teaching': 10.3, 'combative': 0, 'informing': 15.9, 'announcing': 16.1, 'supportive': 8.5, 'provocative': 14.9, 'devils_advocate': 1}",49,False,False,,,195,https://digg.com/u/x/jimmybajimmyba,https://x.com/jimmybajimmyba
532,ykilcher,ykilcher,Yannic Kilcher 🇸🇨,Creator,tech,152,2.005,152,88888,"I make videos.
Skill &gt; Destiny.
vi / vim",168805139,https://github.com/yk,284,-248,22,8.5,"{'troll': 0.2, 'banter': 3.6, 'hopeful': 4.5, 'humorous': 20.1, 'teaching': 6.5, 'combative': 0.9, 'informing': 19, 'announcing': 23.7, 'supportive': 11.7, 'provocative': 9.1, 'devils_advocate': 0.7}",200,False,False,,,196,https://digg.com/u/x/ykilcher,https://x.com/ykilcher
533,wellecks,wellecks,Sean Welleck,Academic,ai,152,2.005,152,7112,"Assistant Professor at CMU. Marathoner, @thesisreview.",280403336,https://github.com/wellecks,588,55,145,,{},0,False,False,,,337,https://digg.com/u/x/wellecks,https://x.com/wellecks
534,SashaMTL,sashamtl,"Sasha Luccioni, PhD 🦋🌎✨🤗",Researcher,ai,152,2.005,152,22965,Climate & AI Lead of @HuggingFace | Member of ClimateChangeAI | @TEDTalks speaker . (She/her/Dr/🦋),2979008907,https://github.com/sashavor,508,-26,109,8.2,"{'troll': 0, 'banter': 1.9, 'hopeful': 8.5, 'humorous': 22.8, 'teaching': 7.2, 'combative': 0.8, 'informing': 18.7, 'announcing': 15.6, 'supportive': 9.5, 'provocative': 13.9, 'devils_advocate': 1}",179,False,False,,,338,https://digg.com/u/x/sashamtl,https://x.com/SashaMTL
535,RylanSchaeffer,rylanschaeffer,Rylan Schaeffer,Researcher,ai,152,2.005,152,6247,"AI RS @ Meta TBD. On-Leave from Stanford w/ @sanmikoyejo. Prev @ Gemini, Meta, MIT, Harvard, Uber, UCL, UC Davis",387918067,https://github.com/rylanschaeffer,494,-41,110,8.5,"{'troll': 0.1, 'banter': 0.5, 'hopeful': 6.2, 'humorous': 6.7, 'teaching': 22.2, 'combative': 2.1, 'informing': 28.4, 'announcing': 10.4, 'supportive': 12.7, 'provocative': 9.5, 'devils_advocate': 1.3}",200,False,False,,,339,https://digg.com/u/x/rylanschaeffer,https://x.com/RylanSchaeffer
536,isafulf,isafulf,Isa Fulford,Research Engineer,tech,152,2.005,152,35955,research @openai,397533348,https://github.com/isafulf,526,-10,72,8.5,"{'troll': 0, 'banter': 2.5, 'hopeful': 14.7, 'humorous': 16.3, 'teaching': 9.3, 'combative': 0, 'informing': 16.3, 'announcing': 13.9, 'supportive': 25, 'provocative': 1.9, 'devils_advocate': 0.1}",114,False,False,,,197,https://digg.com/u/x/isafulf,https://x.com/isafulf
537,IAugenstein,iaugenstein,Isabelle Augenstein,Academic,ai,152,2.005,152,11960,"Full Professor @CopeNLU @uni_copenhagen. Formerly @ucl_nlp, @SheffieldNLP. Explainable AI, Natural Language Processing, ML.",507704346,https://github.com/isabelleaugenstein,603,66,146,,{},0,False,False,,,340,https://digg.com/u/x/iaugenstein,https://x.com/IAugenstein
538,SanhEstPasMoi,sanhestpasmoi,Victor Sanh,Research Engineer,ai,152,2.005,152,9399,Founder @ Something new | AI that moves things | Prev. early crew @huggingface 🤗 | AI x NYC,591797093,https://github.com/victorsanh,547,9,73,,{},0,False,False,,,341,https://digg.com/u/x/sanhestpasmoi,https://x.com/SanhEstPasMoi
539,rm_rafailov,rm_rafailov,Rafael Rafailov @ NeurIPS,Researcher,ai,151,1.992,151,8066,I work on RL at @thinkymachines. Previously at @StanfordAILab @GoogleDeepMind @UCBerkeley,1660344669916786688,https://github.com/rmrafailov,394,-145,111,8.7,"{'troll': 0, 'banter': 2, 'hopeful': 13.7, 'humorous': 5.4, 'teaching': 20.6, 'combative': 0.2, 'informing': 29, 'announcing': 10.1, 'supportive': 8.5, 'provocative': 7.7, 'devils_advocate': 2.9}",200,False,False,,,342,https://digg.com/u/x/rm_rafailov,https://x.com/rm_rafailov
540,csvoss,csvoss,Chelsea Sierra Voss,Research Engineer,tech,151,1.992,151,13021,"""my wife is cool i guess"" –@martinshkreli // member of technical staff @openai // board $QCLS // prev @pilothq @sendwaveapp @khanacademy @MIT, 2x IBO",1673643912,https://github.com/csvoss,476,-64,74,7,"{'troll': 0, 'banter': 2.1, 'hopeful': 15.9, 'humorous': 18.3, 'teaching': 11.5, 'combative': 0, 'informing': 21.6, 'announcing': 9.8, 'supportive': 15.4, 'provocative': 4.3, 'devils_advocate': 1.2}",163,False,False,,,198,https://digg.com/u/x/csvoss,https://x.com/csvoss
541,JonathanBerant,jonathanberant,Jonathan Berant,Academic,ai,151,1.992,151,3224,NLP at Tel-Aviv University and Google,322636963,https://github.com/yonatansito,642,101,147,,"{'troll': 0, 'banter': 0.8, 'hopeful': 10.2, 'humorous': 4.2, 'teaching': 7.6, 'combative': 0.5, 'informing': 26.3, 'announcing': 27.1, 'supportive': 19.6, 'provocative': 3.6, 'devils_advocate': 0.2}",200,False,False,,,343,https://digg.com/u/x/jonathanberant,https://x.com/JonathanBerant
542,ChenhaoTan,chenhaotan,Chenhao Tan,Academic,ai,151,1.992,151,5581,"Professor @UChicagoCS @UChicago. Directing @ChicagoHAI, also part of @UChicagoCI. Email for Postdoc/PhD opportunities. https://chenhaot.com",604344711,https://github.com/chenhaot,604,62,148,,{},0,False,False,,,344,https://digg.com/u/x/chenhaotan,https://x.com/ChenhaoTan
543,lennysan,lennysan,Lenny Rachitsky,Creator,tech,151,1.992,151,384921,"Deeply researched product, growth, and career advice",7958322,https://github.com/lennysan,,,23,8.5,"{'troll': 0, 'banter': 1.5, 'hopeful': 9.8, 'humorous': 4.8, 'teaching': 11.2, 'combative': 0, 'informing': 34, 'announcing': 14.3, 'supportive': 19.9, 'provocative': 4, 'devils_advocate': 0.4}",198,False,False,,,199,https://digg.com/u/x/lennysan,https://x.com/lennysan
544,siddkaramcheti,siddkaramcheti,Siddharth Karamcheti,Academic,ai,150,1.979,150,4440,"Incoming Assistant Professor @GeorgiaTech / @ICatGT / @GTrobotics. 
Prev: PhD from @StanfordAILab @stanfordnlp.

I like robots, language, and people.",1036997113274662920,https://github.com/siddk,585,41,149,9,"{'troll': 0, 'banter': 0.1, 'hopeful': 19.5, 'humorous': 1.6, 'teaching': 17.3, 'combative': 0, 'informing': 22, 'announcing': 16, 'supportive': 22.1, 'provocative': 1.1, 'devils_advocate': 0.3}",200,False,False,,,345,https://digg.com/u/x/siddkaramcheti,https://x.com/siddkaramcheti
545,sangmichaelxie,sangmichaelxie,Sang Michael Xie,Researcher,ai,150,1.979,150,4404,"self-improving @OpenAI. Prev: PhD @StanfordAILab, @GoogleAI Brain/DeepMind, @Meta GenAI",1133476937668542465,https://github.com/sangmichaelxie,517,-28,112,9,"{'troll': 0, 'banter': 0.5, 'hopeful': 10.5, 'humorous': 4.9, 'teaching': 25.1, 'combative': 0, 'informing': 33.6, 'announcing': 11, 'supportive': 9.7, 'provocative': 4, 'devils_advocate': 0.8}",173,False,False,,,346,https://digg.com/u/x/sangmichaelxie,https://x.com/sangmichaelxie
546,mikeyk,mikeyk,Mike Krieger,Engineer,tech,150,1.979,150,467098,"Building at Anthropic Labs @anthropicai.
Before: CPO at Anthropic, co-founder & CTO of @instagram and @artifact_news",12831,https://github.com/mikeyk,887,341,8,8,"{'troll': 0, 'banter': 0.3, 'hopeful': 20.6, 'humorous': 5.5, 'teaching': 5.5, 'combative': 0, 'informing': 20.7, 'announcing': 23.1, 'supportive': 24.4, 'provocative': 0, 'devils_advocate': 0}",120,False,False,,,200,https://digg.com/u/x/mikeyk,https://x.com/mikeyk
547,ryan_t_lowe,ryan_t_lowe,Ryan Lowe,AI Safety,ai,150,1.979,150,6146,"AGI Institutions @meaningaligned
http://agi-institutions.org

prev: InstructGPT @OpenAI",39865873,https://github.com/ryan-lowe,471,-76,29,8.5,"{'troll': 0, 'banter': 0.7, 'hopeful': 16.5, 'humorous': 7.2, 'teaching': 15.8, 'combative': 0.2, 'informing': 20.3, 'announcing': 9.7, 'supportive': 20.8, 'provocative': 6.2, 'devils_advocate': 2.6}",198,False,False,,,347,https://digg.com/u/x/ryan_t_lowe,https://x.com/ryan_t_lowe
548,ScottWu46,scottwu46,Scott Wu,Founder,tech,150,1.979,150,95613,Building @cognition,967200699896352768,,746,198,78,9,"{'troll': 0, 'banter': 1.2, 'hopeful': 19.9, 'humorous': 7.4, 'teaching': 11.9, 'combative': 0, 'informing': 14.8, 'announcing': 15.9, 'supportive': 25.6, 'provocative': 3, 'devils_advocate': 0.3}",109,False,False,,,201,https://digg.com/u/x/scottwu46,https://x.com/ScottWu46
549,_catwu,_catwu,cat,Executive,tech,150,1.979,150,92632,"claude code + cowork @anthropicai, prev: @dagster, @scale_ai",974757274206978049,https://github.com/catherinewu,555,6,23,8.5,"{'troll': 0, 'banter': 0, 'hopeful': 12.5, 'humorous': 0.6, 'teaching': 18.8, 'combative': 0, 'informing': 31.6, 'announcing': 24.2, 'supportive': 12.1, 'provocative': 0.2, 'devils_advocate': 0.1}",200,False,False,,,202,https://digg.com/u/x/_catwu,https://x.com/_catwu
550,shaunmmaguire,shaunmmaguire,Shaun Maguire,Investor,tech,149,1.966,149,346491,Partner @sequoia // @caltech physics PhD // Views are my own,143134601,,,,26,8.5,"{'troll': 0.3, 'banter': 3, 'hopeful': 11.5, 'humorous': 7.5, 'teaching': 9.1, 'combative': 2, 'informing': 20.5, 'announcing': 5.2, 'supportive': 19.6, 'provocative': 19.5, 'devils_advocate': 1.7}",179,False,False,,,203,https://digg.com/u/x/shaunmmaguire,https://x.com/shaunmmaguire
551,ByJohnnyLee,byjohnnylee,Johnny Lee,Engineer,tech,149,1.966,149,30420,building http://caisey.me,1504845539468263451,https://github.com/leecjohnny,338,-213,9,6.5,{},0,False,False,,,204,https://digg.com/u/x/byjohnnylee,https://x.com/ByJohnnyLee
552,KyleCranmer,kylecranmer,Kyle Cranmer,Academic,ai,149,1.966,149,17617,"Director Data Science Institute @UWMadison @datascience_uw. EiC @MLSTjournal.
Physics, stats/ML/AI, open science.
same handle @sigmoid.social and bsky",1556664198,https://github.com/cranmer,503,-49,150,8.5,"{'troll': 0, 'banter': 1.5, 'hopeful': 11.7, 'humorous': 12.1, 'teaching': 5.9, 'combative': 0, 'informing': 25.9, 'announcing': 24, 'supportive': 15.5, 'provocative': 2.9, 'devils_advocate': 0.5}",200,False,False,,,348,https://digg.com/u/x/kylecranmer,https://x.com/KyleCranmer
